,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long,Location,DAY,Hour,OFFENSE_CATEGORY,District_Names
127,PROPERTY - LOST/ MISSING,D14,0,2022-03-13 17:57:00,2022,3,Sunday,17,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",13,17:57:00,PROPERTY LOSS,Brighton
128,M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2022-03-13 12:29:00,2022,3,Sunday,12,42.35022297425836,-71.16542405696627,"(42.35022297425836, -71.16542405696627)",13,12:29:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
129,ASSAULT - SIMPLE,D14,0,2022-03-13 12:00:00,2022,3,Sunday,12,42.33991698546948,-71.16612595940708,"(42.33991698546948, -71.16612595940708)",13,12:00:00,ASSAULT,Brighton
130,ROBBERY,D14,0,2022-03-13 09:32:00,2022,3,Sunday,9,42.35266601414431,-71.1297434816031,"(42.35266601414431, -71.1297434816031)",13,09:32:00,THEFT-DAMAGE,Brighton
131,INVESTIGATE PERSON,D14,0,2022-03-12 21:24:00,2022,3,Saturday,21,42.349667513419874,-71.13048677758938,"(42.349667513419874, -71.13048677758938)",12,21:24:00,WARRANT-INVESTIGATION,Brighton
132,ASSAULT - SIMPLE,D14,0,2022-03-12 19:36:00,2022,3,Saturday,19,42.34908209585555,-71.15301632717296,"(42.34908209585555, -71.15301632717296)",12,19:36:00,ASSAULT,Brighton
133,VANDALISM,D14,0,2022-03-12 18:31:00,2022,3,Saturday,18,42.34591175174886,-71.13842377317738,"(42.34591175174886, -71.13842377317738)",12,18:31:00,THEFT-DAMAGE,Brighton
134,VANDALISM,D14,0,2022-03-12 02:00:00,2022,3,Saturday,2,42.34591175174886,-71.13842377317738,"(42.34591175174886, -71.13842377317738)",12,02:00:00,THEFT-DAMAGE,Brighton
135,M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2022-03-12 17:25:00,2022,3,Saturday,17,42.34829396956023,-71.15383415763749,"(42.34829396956023, -71.15383415763749)",12,17:25:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
136,LARCENY THEFT FROM BUILDING,D14,0,2022-03-12 15:06:00,2022,3,Saturday,15,42.35867769327019,-71.12759949883524,"(42.35867769327019, -71.12759949883524)",12,15:06:00,SICK-INJURED,Brighton
137,TOWED MOTOR VEHICLE,D14,0,2022-03-12 13:26:00,2022,3,Saturday,13,42.35031097164446,-71.13325702830882,"(42.35031097164446, -71.13325702830882)",12,13:26:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
138,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D14,0,2022-03-12 12:09:00,2022,3,Saturday,12,42.35367860862574,-71.1381985589668,"(42.35367860862574, -71.1381985589668)",12,12:09:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
139,TOWED MOTOR VEHICLE,D14,0,2022-03-12 10:16:00,2022,3,Saturday,10,42.35053762940423,-71.13344839668993,"(42.35053762940423, -71.13344839668993)",12,10:16:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
140,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-10 18:00:00,2022,3,Thursday,18,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",10,18:00:00,THEFT-DAMAGE,Brighton
141,M/V ACCIDENT - OTHER,D14,0,2022-03-12 07:18:00,2022,3,Saturday,7,42.35733054805166,-71.1535692856473,"(42.35733054805166, -71.1535692856473)",12,07:18:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
142,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-12 06:48:00,2022,3,Saturday,6,42.35541865184532,-71.13301326202851,"(42.35541865184532, -71.13301326202851)",12,06:48:00,THEFT-DAMAGE,Brighton
143,INVESTIGATE PERSON,D14,0,2022-03-12 06:30:00,2022,3,Saturday,6,42.34966795802786,-71.13995527257794,"(42.34966795802786, -71.13995527257794)",12,06:30:00,WARRANT-INVESTIGATION,Brighton
144,INVESTIGATE PERSON,D14,0,2022-03-12 03:52:00,2022,3,Saturday,3,42.3551207390923,-71.16267862919075,"(42.3551207390923, -71.16267862919075)",12,03:52:00,WARRANT-INVESTIGATION,Brighton
145,INVESTIGATE PERSON,D14,0,2022-03-12 00:35:00,2022,3,Saturday,0,42.34548055306418,-71.14046685169822,"(42.34548055306418, -71.14046685169822)",12,00:35:00,WARRANT-INVESTIGATION,Brighton
146,INVESTIGATE PERSON,D14,0,2022-03-11 23:20:00,2022,3,Friday,23,42.34966795802786,-71.13995527257794,"(42.34966795802786, -71.13995527257794)",11,23:20:00,WARRANT-INVESTIGATION,Brighton
147,VERBAL DISPUTE,D14,0,2022-03-11 22:04:00,2022,3,Friday,22,42.35620473429912,-71.154218538476,"(42.35620473429912, -71.154218538476)",11,22:04:00,HARASSMENT-VERBAL,Brighton
148,M/V - LEAVING SCENE - PERSONAL INJURY,D14,0,2022-03-11 19:08:00,2022,3,Friday,19,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",11,19:08:00,SICK-INJURED,Brighton
149,TOWED MOTOR VEHICLE,D14,0,2022-03-11 20:17:00,2022,3,Friday,20,42.34937839202453,-71.13249037314714,"(42.34937839202453, -71.13249037314714)",11,20:17:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
150,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-11 00:00:00,2022,3,Friday,0,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",11,00:00:00,THEFT-DAMAGE,Brighton
151,SICK ASSIST,D14,0,2022-03-11 18:14:00,2022,3,Friday,18,42.33819348782436,-71.15278773553001,"(42.33819348782436, -71.15278773553001)",11,18:14:00,SICK-INJURED,Brighton
152,HARASSMENT/ CRIMINAL HARASSMENT,D14,0,2022-03-10 22:40:00,2022,3,Thursday,22,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",10,22:40:00,HARASSMENT-VERBAL,Brighton
153,BURGLARY - RESIDENTIAL,D14,0,2022-03-05 05:00:00,2022,3,Saturday,5,42.355147894556325,-71.12674488084475,"(42.355147894556325, -71.12674488084475)",05,05:00:00,THEFT-DAMAGE,Brighton
154,SICK ASSIST,D14,0,2022-03-11 16:57:00,2022,3,Friday,16,42.35370857360233,-71.13703909632851,"(42.35370857360233, -71.13703909632851)",11,16:57:00,SICK-INJURED,Brighton
155,ASSAULT - SIMPLE,D14,0,2022-03-11 15:37:00,2022,3,Friday,15,42.35007201094764,-71.13202925984095,"(42.350072010947635, -71.13202925984095)",11,15:37:00,ASSAULT,Brighton
156,PROPERTY - LOST/ MISSING,D14,0,2022-03-11 10:00:00,2022,3,Friday,10,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",11,10:00:00,PROPERTY LOSS,Brighton
157,TOWED MOTOR VEHICLE,D14,0,2022-03-11 10:45:00,2022,3,Friday,10,42.35376987148917,-71.17294649804951,"(42.35376987148917, -71.17294649804951)",11,10:45:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
158,PROPERTY - FOUND,D14,0,2022-03-11 08:30:00,2022,3,Friday,8,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",11,08:30:00,PROPERTY LOSS,Brighton
160,INVESTIGATE PERSON,D14,0,2022-03-11 11:34:00,2022,3,Friday,11,42.35194779908586,-71.13410791394102,"(42.35194779908586, -71.13410791394102)",11,11:34:00,WARRANT-INVESTIGATION,Brighton
161,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D14,0,2022-03-11 08:44:00,2022,3,Friday,8,42.34903470726637,-71.14991349146773,"(42.34903470726637, -71.14991349146773)",11,08:44:00,WARRANT-INVESTIGATION,Brighton
162,MISSING PERSON - NOT REPORTED - LOCATED,D14,0,2022-03-11 07:43:00,2022,3,Friday,7,42.339185499275175,-71.15122347495704,"(42.339185499275175, -71.15122347495704)",11,07:43:00,MISSING PERSON - KIDNAPPING,Brighton
163,SICK/INJURED/MEDICAL - PERSON,D14,0,2022-03-11 04:00:00,2022,3,Friday,4,42.350432726359855,-71.12710479628086,"(42.350432726359855, -71.12710479628086)",11,04:00:00,SICK-INJURED,Brighton
164,LARCENY SHOPLIFTING,D14,0,2022-03-10 23:16:00,2022,3,Thursday,23,42.349667513419874,-71.13048677758938,"(42.349667513419874, -71.13048677758938)",10,23:16:00,SICK-INJURED,Brighton
165,FRAUD - FALSE PRETENSE / SCHEME,D14,0,2022-03-08 12:00:00,2022,3,Tuesday,12,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",08,12:00:00,FRAUD - FINANCIAL,Brighton
166,INVESTIGATE PERSON,D14,0,2022-03-10 17:49:00,2022,3,Thursday,17,42.3591718027082,-71.13059272961027,"(42.3591718027082, -71.13059272961027)",10,17:49:00,WARRANT-INVESTIGATION,Brighton
167,LARCENY THEFT OF BICYCLE,D14,0,2022-03-03 18:00:00,2022,3,Thursday,18,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",03,18:00:00,THEFT-DAMAGE,Brighton
168,SICK ASSIST,D14,0,2022-03-10 00:00:00,2022,3,Thursday,0,42.33163003284811,-71.15775005711852,"(42.33163003284811, -71.15775005711852)",10,00:00:00,SICK-INJURED,Brighton
169,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-10 16:34:00,2022,3,Thursday,16,42.34946443646394,-71.14270449055681,"(42.34946443646394, -71.14270449055681)",10,16:34:00,THEFT-DAMAGE,Brighton
170,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-10 14:58:00,2022,3,Thursday,14,42.34499962764891,-71.14507818812966,"(42.34499962764891, -71.14507818812966)",10,14:58:00,THEFT-DAMAGE,Brighton
171,M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2022-03-10 14:56:00,2022,3,Thursday,14,42.34900457254378,-71.1364996220963,"(42.349004572543784, -71.1364996220963)",10,14:56:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
172,MISSING PERSON - LOCATED,D14,0,2022-03-06 00:00:00,2022,3,Sunday,0,42.36185826685732,-71.14092914696073,"(42.36185826685732, -71.14092914696073)",06,00:00:00,MISSING PERSON - KIDNAPPING,Brighton
173,PROPERTY - LOST/ MISSING,D14,0,2022-03-05 13:00:00,2022,3,Saturday,13,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",05,13:00:00,PROPERTY LOSS,Brighton
174,INVESTIGATE PERSON,D14,0,2022-03-10 14:35:00,2022,3,Thursday,14,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",10,14:35:00,WARRANT-INVESTIGATION,Brighton
175,FRAUD - FALSE PRETENSE / SCHEME,D14,0,2022-03-10 14:22:00,2022,3,Thursday,14,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",10,14:22:00,FRAUD - FINANCIAL,Brighton
176,FRAUD - FALSE PRETENSE / SCHEME,D14,0,2022-03-10 11:50:00,2022,3,Thursday,11,42.345462914691176,-71.13947482573096,"(42.345462914691176, -71.13947482573096)",10,11:50:00,FRAUD - FINANCIAL,Brighton
177,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,0,2022-03-10 10:44:00,2022,3,Thursday,10,42.35962994633628,-71.12403617762922,"(42.35962994633628, -71.12403617762922)",10,10:44:00,THEFT-DAMAGE,Brighton
178,M/V ACCIDENT - PERSONAL INJURY,D14,0,2022-03-10 08:57:00,2022,3,Thursday,8,42.35007201094764,-71.13202925984095,"(42.350072010947635, -71.13202925984095)",10,08:57:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
179,VANDALISM,D14,0,2022-03-10 07:55:00,2022,3,Thursday,7,42.35034269234086,-71.13038206644046,"(42.35034269234086, -71.13038206644046)",10,07:55:00,THEFT-DAMAGE,Brighton
180,M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2022-03-10 07:04:00,2022,3,Thursday,7,42.33848235928048,-71.15288977776044,"(42.338482359280476, -71.15288977776044)",10,07:04:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
181,FRAUD - CREDIT CARD / ATM FRAUD,D14,0,2022-03-09 19:47:00,2022,3,Wednesday,19,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",09,19:47:00,FRAUD - FINANCIAL,Brighton
182,INVESTIGATE PERSON,D14,0,2022-03-09 21:49:00,2022,3,Wednesday,21,42.34193933273402,-71.14324903877099,"(42.34193933273402, -71.14324903877099)",09,21:49:00,WARRANT-INVESTIGATION,Brighton
183,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-02-28 19:00:00,2022,2,Monday,19,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",28,19:00:00,THEFT-DAMAGE,Brighton
184,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,0,2022-03-09 17:49:00,2022,3,Wednesday,17,42.35555336396721,-71.15274721395072,"(42.35555336396721, -71.15274721395072)",09,17:49:00,DRUG ALCOHOL RELATED,Brighton
185,LARCENY THEFT OF BICYCLE,D14,0,2022-03-08 18:00:00,2022,3,Tuesday,18,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",08,18:00:00,THEFT-DAMAGE,Brighton
186,VERBAL DISPUTE,D14,0,2022-03-09 15:49:00,2022,3,Wednesday,15,42.35540112987656,-71.13090648919811,"(42.355401129876554, -71.13090648919811)",09,15:49:00,HARASSMENT-VERBAL,Brighton
187,INVESTIGATE PERSON,D14,0,2022-03-09 13:21:00,2022,3,Wednesday,13,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",09,13:21:00,WARRANT-INVESTIGATION,Brighton
188,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,0,2022-03-08 18:00:00,2022,3,Tuesday,18,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",08,18:00:00,THEFT-DAMAGE,Brighton
189,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-08 21:20:00,2022,3,Tuesday,21,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",08,21:20:00,THEFT-DAMAGE,Brighton
190,TRESPASSING,D14,0,2022-02-24 16:05:00,2022,2,Thursday,16,42.33732140696393,-71.151483711377,"(42.33732140696393, -71.151483711377)",24,16:05:00,TRESPASSING,Brighton
191,SERVICE TO OTHER AGENCY,D14,0,2022-03-09 03:57:00,2022,3,Wednesday,3,42.35996671611328,-71.11750278438673,"(42.359966716113284, -71.11750278438673)",09,03:57:00,OTHER,Brighton
192,SICK ASSIST,D14,0,2022-03-09 02:45:00,2022,3,Wednesday,2,42.35828556311664,-71.12857456363311,"(42.35828556311664, -71.12857456363311)",09,02:45:00,SICK-INJURED,Brighton
193,VAL - VIOLATION OF AUTO LAW,D14,0,2022-03-08 20:39:00,2022,3,Tuesday,20,42.29781962716421,-71.0727064127364,"(42.29781962716421, -71.0727064127364)",08,20:39:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
194,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-08 21:31:00,2022,3,Tuesday,21,42.35885699299292,-71.14743394476409,"(42.35885699299292, -71.14743394476409)",08,21:31:00,THEFT-DAMAGE,Brighton
195,PROPERTY - LOST/ MISSING,D14,0,2022-03-05 11:00:00,2022,3,Saturday,11,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",05,11:00:00,PROPERTY LOSS,Brighton
196,EXTORTION OR BLACKMAIL,D14,0,2022-03-08 18:34:00,2022,3,Tuesday,18,42.355010715811694,-71.12887910832643,"(42.355010715811694, -71.12887910832643)",08,18:34:00,THREAT,Brighton
197,LARCENY THEFT FROM BUILDING,D14,0,2022-03-08 17:00:00,2022,3,Tuesday,17,42.341466084374666,-71.14602501376542,"(42.341466084374666, -71.14602501376542)",08,17:00:00,SICK-INJURED,Brighton
198,TOWED MOTOR VEHICLE,D14,0,2022-03-08 03:00:00,2022,3,Tuesday,3,42.34425778968061,-71.14383620746543,"(42.34425778968061, -71.14383620746543)",08,03:00:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
199,LARCENY SHOPLIFTING,D14,0,2022-03-08 13:18:00,2022,3,Tuesday,13,42.34096856637818,-71.14721091576305,"(42.34096856637818, -71.14721091576305)",08,13:18:00,SICK-INJURED,Brighton
200,LARCENY SHOPLIFTING,D14,0,2022-03-08 09:25:00,2022,3,Tuesday,9,42.35580706049085,-71.14932167193464,"(42.35580706049085, -71.14932167193464)",08,09:25:00,SICK-INJURED,Brighton
201,INVESTIGATE PERSON,D14,0,2022-03-08 05:38:00,2022,3,Tuesday,5,42.34996240307132,-71.14762530579942,"(42.34996240307132, -71.14762530579942)",08,05:38:00,WARRANT-INVESTIGATION,Brighton
202,PROPERTY - FOUND,D14,0,2022-03-08 00:59:00,2022,3,Tuesday,0,42.35272465723168,-71.12927406250132,"(42.352724657231676, -71.12927406250132)",08,00:59:00,PROPERTY LOSS,Brighton
203,INVESTIGATE PERSON,D14,0,2022-03-08 01:06:00,2022,3,Tuesday,1,42.34699750640488,-71.15575958348033,"(42.346997506404875, -71.15575958348033)",08,01:06:00,WARRANT-INVESTIGATION,Brighton
204,LARCENY THEFT FROM BUILDING,D14,0,2022-03-04 17:00:00,2022,3,Friday,17,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",04,17:00:00,SICK-INJURED,Brighton
205,M/V - LEAVING SCENE - PERSONAL INJURY,D14,0,2022-03-07 17:30:00,2022,3,Monday,17,42.36053802851051,-71.14054799218341,"(42.36053802851051, -71.14054799218341)",07,17:30:00,SICK-INJURED,Brighton
206,ASSAULT - AGGRAVATED,D14,1,2022-03-07 16:33:00,2022,3,Monday,16,42.34682749921356,-71.14319086479756,"(42.34682749921356, -71.14319086479756)",07,16:33:00,ASSAULT,Brighton
207,VANDALISM,D14,0,2022-03-07 15:21:00,2022,3,Monday,15,42.34682749921356,-71.14319086479756,"(42.34682749921356, -71.14319086479756)",07,15:21:00,THEFT-DAMAGE,Brighton
208,FRAUD - CREDIT CARD / ATM FRAUD,D14,0,2022-02-27 15:35:00,2022,2,Sunday,15,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",27,15:35:00,FRAUD - FINANCIAL,Brighton
209,TOWED MOTOR VEHICLE,D14,0,2022-03-07 13:33:00,2022,3,Monday,13,42.34425778968061,-71.14383620746543,"(42.34425778968061, -71.14383620746543)",07,13:33:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
210,THREATS TO DO BODILY HARM,D14,0,2022-03-07 10:00:00,2022,3,Monday,10,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",07,10:00:00,THREAT,Brighton
211,INVESTIGATE PROPERTY,D14,0,2022-03-07 09:41:00,2022,3,Monday,9,42.35911122564947,-71.13704447802674,"(42.35911122564947, -71.13704447802674)",07,09:41:00,WARRANT-INVESTIGATION,Brighton
212,FORGERY / COUNTERFEITING,D14,0,2022-02-11 00:00:00,2022,2,Friday,0,42.340252787839816,-71.15447535693615,"(42.340252787839816, -71.15447535693615)",11,00:00:00,FRAUD - FINANCIAL,Brighton
213,M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2022-03-07 02:19:00,2022,3,Monday,2,42.35515404509115,-71.13363462830687,"(42.35515404509115, -71.13363462830687)",07,02:19:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
214,HARASSMENT/ CRIMINAL HARASSMENT,D14,0,2022-03-06 21:18:00,2022,3,Sunday,21,42.3507396168138,-71.1293813757122,"(42.3507396168138, -71.1293813757122)",06,21:18:00,HARASSMENT-VERBAL,Brighton
215,INVESTIGATE PERSON,D14,0,2022-03-06 20:32:00,2022,3,Sunday,20,42.35454180959852,-71.13842131171606,"(42.354541809598516, -71.13842131171606)",06,20:32:00,WARRANT-INVESTIGATION,Brighton
216,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-04 21:45:00,2022,3,Friday,21,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",04,21:45:00,THEFT-DAMAGE,Brighton
217,M/V ACCIDENT - OTHER,D14,0,2022-03-06 17:43:00,2022,3,Sunday,17,42.34279307058374,-71.14627684251963,"(42.34279307058374, -71.14627684251963)",06,17:43:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
218,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,0,2022-02-27 16:05:00,2022,2,Sunday,16,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",27,16:05:00,THEFT-DAMAGE,Brighton
219,INVESTIGATE PERSON,D14,0,2022-03-06 12:00:00,2022,3,Sunday,12,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",06,12:00:00,WARRANT-INVESTIGATION,Brighton
220,FIRE REPORT,D14,0,2022-03-06 10:18:00,2022,3,Sunday,10,42.34977987617878,-71.13423048700766,"(42.34977987617878, -71.13423048700766)",06,10:18:00,FIRE-DANGER,Brighton
221,TOWED MOTOR VEHICLE,D14,0,2022-03-06 06:16:00,2022,3,Sunday,6,42.33981268199363,-71.14630280693059,"(42.33981268199363, -71.14630280693059)",06,06:16:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
222,M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2022-03-06 05:10:00,2022,3,Sunday,5,42.35014611491908,-71.13607618214961,"(42.35014611491908, -71.13607618214961)",06,05:10:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
223,HARASSMENT/ CRIMINAL HARASSMENT,D14,0,2022-03-06 04:01:00,2022,3,Sunday,4,42.35159397506735,-71.12865658995032,"(42.351593975067345, -71.12865658995032)",06,04:01:00,HARASSMENT-VERBAL,Brighton
224,BURGLARY - RESIDENTIAL,D14,0,2022-03-05 21:59:00,2022,3,Saturday,21,42.3412685158086,-71.15750565059435,"(42.3412685158086, -71.15750565059435)",05,21:59:00,THEFT-DAMAGE,Brighton
225,SICK ASSIST,D14,0,2022-03-05 19:12:00,2022,3,Saturday,19,42.356420025000986,-71.14146999290237,"(42.356420025000986, -71.14146999290237)",05,19:12:00,SICK-INJURED,Brighton
226,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D14,0,2022-03-05 18:09:00,2022,3,Saturday,18,42.353551987557815,-71.13662505393707,"(42.353551987557815, -71.13662505393707)",05,18:09:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
227,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-04 23:30:00,2022,3,Friday,23,42.3452706356316,-71.15298858645913,"(42.3452706356316, -71.15298858645913)",04,23:30:00,THEFT-DAMAGE,Brighton
228,LARCENY THEFT FROM BUILDING,D14,0,2022-03-05 13:15:00,2022,3,Saturday,13,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",05,13:15:00,SICK-INJURED,Brighton
229,SICK ASSIST,D14,0,2022-03-05 15:38:00,2022,3,Saturday,15,42.35358195432846,-71.13733397300379,"(42.35358195432846, -71.13733397300379)",05,15:38:00,SICK-INJURED,Brighton
230,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,0,2022-03-05 14:26:00,2022,3,Saturday,14,42.35061399048374,-71.14601035738787,"(42.35061399048374, -71.14601035738787)",05,14:26:00,DRUG ALCOHOL RELATED,Brighton
231,FRAUD - FALSE PRETENSE / SCHEME,D14,0,2022-03-05 03:00:00,2022,3,Saturday,3,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",05,03:00:00,FRAUD - FINANCIAL,Brighton
232,INVESTIGATE PERSON,D14,0,2022-03-05 05:14:00,2022,3,Saturday,5,42.3467305035719,-71.16186432458923,"(42.3467305035719, -71.16186432458923)",05,05:14:00,WARRANT-INVESTIGATION,Brighton
233,LARCENY THEFT FROM BUILDING,D14,0,2022-03-05 04:03:00,2022,3,Saturday,4,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",05,04:03:00,SICK-INJURED,Brighton
234,SICK ASSIST,D14,0,2022-03-05 01:14:00,2022,3,Saturday,1,42.35231069235905,-71.14093160459106,"(42.35231069235905, -71.14093160459106)",05,01:14:00,SICK-INJURED,Brighton
235,SICK ASSIST - DRUG RELATED ILLNESS,D14,0,2022-03-05 00:38:00,2022,3,Saturday,0,42.3520477853277,-71.13180684228018,"(42.3520477853277, -71.13180684228018)",05,00:38:00,,Brighton
236,SICK ASSIST,D14,0,2022-03-05 00:16:00,2022,3,Saturday,0,42.3383627210647,-71.15441001220513,"(42.3383627210647, -71.15441001220513)",05,00:16:00,SICK-INJURED,Brighton
237,INVESTIGATE PERSON,D14,0,2022-03-04 22:00:00,2022,3,Friday,22,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",04,22:00:00,WARRANT-INVESTIGATION,Brighton
238,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D14,0,2022-03-04 19:38:00,2022,3,Friday,19,42.34904503774915,-71.1571110266113,"(42.34904503774915, -71.1571110266113)",04,19:38:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
239,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2022-03-04 12:45:00,2022,3,Friday,12,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",04,12:45:00,THEFT-DAMAGE,Brighton
240,M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2022-03-01 22:00:00,2022,3,Tuesday,22,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",01,22:00:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Brighton
241,LARCENY ALL OTHERS,D14,0,2022-03-01 12:00:00,2022,3,Tuesday,12,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)",01,12:00:00,THEFT-DAMAGE,Brighton
